School_Name,Address_Line_1,Address_Town,Postal_Postcode,Full_Phone_No,School URL,ICSEA,School_Type,Campus Type,LGA_Name,Suburb,Education_Sector,School Type,Year Range,Geolocation,Total Enrolments,Girls Enrolments,Boys Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%)
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smcohuna.catholic.edu.au,1003.0,Primary,School Single Entity,Colac-Otway (S),Cohuna,Catholic,Primary,Prep-6,Outer Regional,111.0,57.0,54.0,3.0,1.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smaltona.catholic.edu.au,1062.0,Primary,School Single Entity,Colac-Otway (S),Altona,Catholic,Primary,Prep-6,Major Cities,275.0,141.0,134.0,0.0,17.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smmooroopna.catholic.edu.au,988.0,Primary,School Single Entity,Colac-Otway (S),Mooroopna,Catholic,Primary,Prep-6,Inner Regional,282.0,127.0,155.0,17.0,12.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smclarkeshill.catholic.edu.au,979.0,Primary,School Single Entity,Colac-Otway (S),Clarkes Hill,Catholic,Primary,Prep-6,Inner Regional,16.0,9.0,7.0,0.0,0.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smalexandra.catholic.edu.au,1015.0,Primary,School Single Entity,Colac-Otway (S),Alexandra,Catholic,Primary,Prep-6,Inner Regional,145.0,75.0,70.0,3.0,2.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smrushworth.catholic.edu.au,973.0,Primary,School Single Entity,Colac-Otway (S),Rushworth,Catholic,Primary,Prep-6,Inner Regional,58.0,36.0,22.0,5.0,7.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smgreensborough.catholic.edu.au,1106.0,Primary,School Single Entity,Colac-Otway (S),Greensborough,Catholic,Primary,Prep-6,Major Cities,510.0,252.0,258.0,0.0,6.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smsealake.catholic.edu.au,1000.0,Primary,School Single Entity,Colac-Otway (S),Sea Lake,Catholic,Primary,Prep-6,Outer Regional,30.0,12.0,18.0,0.0,3.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smrobinvale.catholic.edu.au,965.0,Primary,School Single Entity,Colac-Otway (S),Robinvale,Catholic,Combined,Prep-8,Outer Regional,273.0,128.0,145.0,2.0,22.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.stmmaffra.catholic.edu.au,1031.0,Primary,School Single Entity,Colac-Otway (S),Maffra,Catholic,Primary,Prep-6,Inner Regional,160.0,86.0,74.0,3.0,6.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smmountevelyn.catholic.edu.au,1028.0,Primary,School Single Entity,Colac-Otway (S),Mount Evelyn,Catholic,Primary,Prep-6,Major Cities,293.0,149.0,144.0,1.0,1.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smwhittlesea.catholic.edu.au,1028.0,Primary,School Single Entity,Colac-Otway (S),Whittlesea,Catholic,Primary,Prep-6,Major Cities,258.0,138.0,120.0,2.0,2.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,https://www.smwarwick.catholic.edu.au/,1008.0,Primary,School Single Entity,Colac-Otway (S),Warwick,Catholic,Primary,Prep-6,Inner Regional,271.0,136.0,135.0,9.0,6.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.stmarysbeaudesert.qld.edu.au,1020.0,Primary,School Single Entity,Colac-Otway (S),Beaudesert,Catholic,Primary,Prep-6,Inner Regional,348.0,182.0,166.0,4.0,1.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.stmaryslaidley.qld.edu.au,1001.0,Primary,School Single Entity,Colac-Otway (S),Laidley,Catholic,Primary,Prep-6,Inner Regional,245.0,120.0,125.0,6.0,2.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.goondiwindi.catholic.edu.au,1043.0,Primary,School Head Campus,Colac-Otway (S),Goondiwindi,Catholic,Combined,Prep-10,Outer Regional,379.0,185.0,194.0,4.0,3.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,https://www.twb.catholic.edu.au/our-schools/primary-schools/charleville/st-marys-primary-school/,986.0,Primary,School Single Entity,Colac-Otway (S),Charleville,Catholic,Primary,Prep-6,Very Remote,135.0,70.0,65.0,13.0,7.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.stmarysdbrk.wa.edu.au,1031.0,Primary,School Single Entity,Colac-Otway (S),Donnybrook,Catholic,Primary,PP-6,Inner Regional,123.0,62.0,61.0,4.0,4.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.stmarysmerredin.wa.edu.au,1013.0,Primary,School Single Entity,Colac-Otway (S),Merredin,Catholic,Primary,PP-6,Outer Regional,115.0,59.0,56.0,5.0,6.0
St Mary's School,Calvert Street,COLAC,3250.0,03 5231 3640,http://www.smsn.wa.edu.au,943.0,Primary,School Single Entity,Colac-Otway (S),Northampton,Catholic,Primary,PP-6,Outer Regional,70.0,28.0,42.0,19.0,1.0
Kilbreda College,118 Mentone Parade,MENTONE,3194.0,03 9581 7766,http://www.kilbreda.vic.edu.au,1068.0,Secondary,School Single Entity,Kingston (C),Mentone,Catholic,Secondary,7-12,Major Cities,900.0,900.0,0.0,1.0,12.0
Padua College,62 Oakbank Road,MORNINGTON,3931.0,03 5976 0100,https://padua.vic.edu.au,1061.0,Secondary,School Head Campus,Mornington Peninsula (S),Mornington,Catholic,Secondary,7-12,Major Cities,2506.0,1279.0,1227.0,1.0,5.0
Padua College,62 Oakbank Road,MORNINGTON,3931.0,03 5976 0100,http://www.padua.qld.edu.au/,1124.0,Secondary,School Single Entity,Mornington Peninsula (S),Kedron,Catholic,Combined,5-12,Major Cities,1508.0,0.0,1508.0,1.0,7.0
Notre Dame College,139 Knight Street,SHEPPARTON,3630.0,03 5822 8400,http://www.notredame.vic.edu.au,1028.0,Secondary,School Head Campus,Greater Shepparton (C),Shepparton,Catholic,Secondary,7-12,Inner Regional,1630.0,805.0,825.0,3.0,11.0
Notre Dame College,139 Knight Street,SHEPPARTON,3630.0,03 5822 8400,,,Secondary,School Single Entity,Greater Shepparton (C),Bells Creek,Catholic,,Unknown,Major Cities,,,,,
Sacred Heart College,Piper Street,YARRAWONGA,3730.0,03 5742 1300,http://www.shc.tas.edu.au,1021.0,Secondary,School Single Entity,Moira (S),New Town,Catholic,Combined,Prep-10,Inner Regional,918.0,481.0,437.0,5.0,16.0
Sacred Heart College,Piper Street,YARRAWONGA,3730.0,03 5742 1300,http://www.shc.sa.edu.au,1078.0,Secondary,School Head Campus,Moira (S),Somerton Park,Catholic,Combined,7-12,Major Cities,1960.0,895.0,1065.0,2.0,5.0
Sacred Heart College,Piper Street,YARRAWONGA,3730.0,03 5742 1300,http://www.shcgeelong.catholic.edu.au,1097.0,Secondary,School Single Entity,Moira (S),Newtown,Catholic,Secondary,7-12,Major Cities,1430.0,1430.0,0.0,1.0,6.0
Sacred Heart College,Piper Street,YARRAWONGA,3730.0,03 5742 1300,http://www.shckyneton.catholic.edu.au,1074.0,Secondary,School Single Entity,Moira (S),Kyneton,Catholic,Secondary,7-12,Inner Regional,817.0,435.0,382.0,1.0,4.0
Sacred Heart College,Piper Street,YARRAWONGA,3730.0,03 5742 1300,http://www.shcyarrawonga.catholic.edu.au,1025.0,Secondary,School Head Campus,Moira (S),Yarrawonga,Catholic,Secondary,7-12,Inner Regional,237.0,128.0,109.0,0.0,1.0
Sacred Heart College,Piper Street,YARRAWONGA,3730.0,03 5742 1300,http://www.sacredheart.wa.edu.au,1111.0,Secondary,School Single Entity,Moira (S),Sorrento,Catholic,Secondary,7-12,Major Cities,1477.0,772.0,705.0,1.0,4.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjhawthorn.catholic.edu.au,1170.0,Primary,School Single Entity,Moira (S),Hawthorn,Catholic,Primary,Prep-6,Major Cities,370.0,180.0,190.0,0.0,15.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjnorthcote.catholic.edu.au,1120.0,Primary,School Single Entity,Moira (S),Northcote,Catholic,Primary,Prep-6,Major Cities,140.0,68.0,72.0,0.0,14.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,https://www.sjbenalla.catholic.edu.au/,1043.0,Primary,School Single Entity,Moira (S),Benalla,Catholic,Primary,Prep-6,Inner Regional,362.0,188.0,174.0,1.0,6.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjcharlton.catholic.edu.au,986.0,Primary,School Single Entity,Moira (S),Charlton,Catholic,Primary,Prep-6,Outer Regional,32.0,16.0,16.0,0.0,3.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjchiltern.catholic.edu.au,1000.0,Primary,School Single Entity,Moira (S),Chiltern,Catholic,Primary,Prep-6,Inner Regional,32.0,19.0,13.0,3.0,0.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjpenshurst.catholic.edu.au,1002.0,Primary,School Single Entity,Moira (S),Penshurst,Catholic,Primary,Prep-6,Outer Regional,25.0,9.0,16.0,20.0,0.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjnumurkah.catholic.edu.au,997.0,Primary,School Single Entity,Moira (S),Numurkah,Catholic,Primary,Prep-6,Inner Regional,247.0,115.0,132.0,6.0,2.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjwarrnambool.catholic.edu.au,1067.0,Primary,School Single Entity,Moira (S),Warrnambool,Catholic,Primary,Prep-6,Inner Regional,625.0,280.0,345.0,0.0,7.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjcollingwood.catholic.edu.au,925.0,Primary,School Single Entity,Moira (S),Collingwood,Catholic,Primary,Prep-6,Major Cities,59.0,29.0,30.0,12.0,80.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjrochester.catholic.edu.au/,996.0,Primary,School Single Entity,Moira (S),Rochester,Catholic,Primary,Prep-6,Inner Regional,105.0,58.0,47.0,3.0,0.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjbeechworth.catholic.edu.au,1095.0,Primary,School Single Entity,Moira (S),Beechworth,Catholic,Primary,Prep-6,Inner Regional,89.0,49.0,40.0,0.0,10.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjcoleraine.catholic.edu.au,1014.0,Primary,School Single Entity,Moira (S),Coleraine,Catholic,Primary,Prep-6,Outer Regional,39.0,14.0,25.0,3.0,0.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjwarragul.catholic.edu.au,1044.0,Primary,School Single Entity,Moira (S),Warragul,Catholic,Primary,Prep-6,Inner Regional,261.0,139.0,122.0,1.0,5.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjquarryhill.catholic.edu.au,1073.0,Primary,School Single Entity,Moira (S),Quarry Hill,Catholic,Primary,Prep-6,Inner Regional,232.0,105.0,127.0,2.0,6.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjbwickw.catholic.edu.au,1124.0,Primary,School Single Entity,Moira (S),Brunswick West,Catholic,Primary,Prep-6,Major Cities,203.0,90.0,113.0,0.0,6.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjwonthaggi.catholic.edu.au,1031.0,Primary,School Single Entity,Moira (S),Wonthaggi,Catholic,Primary,Prep-6,Inner Regional,299.0,143.0,156.0,2.0,16.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjkerang.catholic.edu.au,1018.0,Primary,School Single Entity,Moira (S),Kerang,Catholic,Primary,Prep-6,Outer Regional,117.0,61.0,56.0,7.0,2.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjkorumburra.catholic.edu.au,998.0,Primary,School Single Entity,Moira (S),Korumburra,Catholic,Primary,Prep-6,Inner Regional,90.0,31.0,59.0,4.0,4.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjmalvern.catholic.edu.au,1149.0,Primary,School Single Entity,Moira (S),Malvern,Catholic,Primary,Prep-6,Major Cities,166.0,70.0,96.0,0.0,14.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjcobram.catholic.edu.au,999.0,Primary,School Single Entity,Moira (S),Cobram,Catholic,Primary,Prep-6,Inner Regional,313.0,159.0,154.0,4.0,3.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjnagambie.catholic.edu.au,1024.0,Primary,School Single Entity,Moira (S),Nagambie,Catholic,Primary,Prep-6,Inner Regional,32.0,11.0,21.0,0.0,10.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjorbost.catholic.edu.au,969.0,Primary,School Single Entity,Moira (S),Orbost,Catholic,Primary,Prep-6,Outer Regional,22.0,11.0,11.0,27.0,13.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjchelsea.catholic.edu.au,1090.0,Primary,School Single Entity,Moira (S),Chelsea,Catholic,Primary,Prep-6,Major Cities,339.0,168.0,171.0,0.0,25.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjcribpoint.catholic.edu.au,1044.0,Primary,School Single Entity,Moira (S),Crib Point,Catholic,Primary,Prep-6,Major Cities,197.0,92.0,105.0,2.0,1.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjblackrock.catholic.edu.au,1110.0,Primary,School Single Entity,Moira (S),Black Rock,Catholic,Primary,Prep-6,Major Cities,54.0,18.0,36.0,0.0,14.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.trafalgar.catholic.edu.au,1003.0,Primary,School Single Entity,Moira (S),Trafalgar,Catholic,Primary,Prep-6,Inner Regional,98.0,46.0,52.0,3.0,1.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjsorrento.catholic.edu.au,1056.0,Primary,School Single Entity,Moira (S),Sorrento,Catholic,Primary,Prep-6,Major Cities,136.0,62.0,74.0,2.0,8.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjelst.catholic.edu.au,1163.0,Primary,School Single Entity,Moira (S),Elsternwick,Catholic,Primary,Prep-6,Major Cities,340.0,179.0,161.0,0.0,18.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjredcliffs.catholic.edu.au,979.0,Primary,School Single Entity,Moira (S),Red Cliffs,Catholic,Primary,Prep-6,Outer Regional,94.0,61.0,33.0,17.0,12.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjspringvale.catholic.edu.au,1002.0,Primary,School Single Entity,Moira (S),Springvale,Catholic,Primary,Prep-6,Major Cities,567.0,275.0,292.0,0.0,95.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjhopetoun.catholic.edu.au,986.0,Primary,School Single Entity,Moira (S),Hopetoun,Catholic,Primary,Prep-6,Remote,43.0,24.0,19.0,2.0,0.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjyarrajunction.catholic.edu.au,1013.0,Primary,School Single Entity,Moira (S),Yarra Junction,Catholic,Primary,Prep-6,Inner Regional,103.0,46.0,57.0,3.0,3.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosephsschoolmernda.org,1086.0,Primary,School Single Entity,Moira (S),Mernda,Catholic,Primary,Prep-6,Major Cities,421.0,205.0,216.0,0.0,78.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosephsbardon.qld.edu.au,1164.0,Primary,School Single Entity,Moira (S),Bardon,Catholic,Primary,Prep-6,Major Cities,400.0,222.0,178.0,0.0,3.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosephsnorthipswich.qld.edu.au,1026.0,Primary,School Single Entity,Moira (S),North Ipswich,Catholic,Primary,Prep-6,Major Cities,386.0,176.0,210.0,6.0,3.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosnundah.qld.edu.au,1105.0,Primary,School Single Entity,Moira (S),Nundah,Catholic,Primary,Prep-6,Major Cities,168.0,87.0,81.0,5.0,25.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosephschilders.qld.edu.au,992.0,Primary,School Single Entity,Moira (S),Childers,Catholic,Primary,Prep-6,Inner Regional,121.0,58.0,63.0,4.0,7.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosephsgayndah.qld.edu.au,1020.0,Primary,School Single Entity,Moira (S),Gayndah,Catholic,Primary,Prep-6,Outer Regional,77.0,40.0,37.0,6.0,4.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosephsmurgon.qld.edu.au,822.0,Primary,School Single Entity,Moira (S),Murgon,Catholic,Primary,Prep-6,Inner Regional,142.0,65.0,77.0,65.0,1.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.chinchilla.catholic.edu.au,1010.0,Primary,School Single Entity,Moira (S),Chinchilla,Catholic,Primary,Prep-6,Outer Regional,289.0,137.0,152.0,7.0,6.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.millmerran.catholic.edu.au,993.0,Primary,School Single Entity,Moira (S),Millmerran,Catholic,Primary,Prep-6,Inner Regional,71.0,32.0,39.0,7.0,16.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,https://www.twb.catholic.edu.au/our-schools/primary-schools/tara/st-josephs-primary-school/,873.0,Primary,School Single Entity,Moira (S),Tara,Catholic,Primary,Prep-6,Outer Regional,45.0,25.0,20.0,40.0,20.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjoeys.qld.edu.au/,1023.0,Primary,School Single Entity,Moira (S),Atherton,Catholic,Primary,Prep-6,Outer Regional,261.0,130.0,131.0,6.0,6.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosephscairns.qld.edu.au,1045.0,Primary,School Single Entity,Moira (S),Parramatta Park,Catholic,Primary,Prep-6,Outer Regional,393.0,171.0,222.0,12.0,11.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosephs.qld.edu.au,1026.0,Primary,School Single Entity,Moira (S),Stanthorpe,Catholic,Combined,Prep-12,Outer Regional,467.0,245.0,222.0,3.0,4.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjosephsboulder.wa.edu.au,1000.0,Primary,School Single Entity,Moira (S),Boulder,Catholic,Primary,PP-6,Outer Regional,156.0,81.0,75.0,6.0,32.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjoknx.wa.edu.au,781.0,Primary,School Single Entity,Moira (S),Kununurra,Catholic,Primary,PP-6,Very Remote,131.0,59.0,72.0,63.0,45.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjsmoora.wa.edu.au,908.0,Primary,School Single Entity,Moira (S),Moora,Catholic,Primary,PP-6,Outer Regional,133.0,60.0,73.0,30.0,7.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjsnortham.wa.edu.au,1022.0,Primary,School Head Campus,Moira (S),Northam,Catholic,Combined,PP-12,Inner Regional,697.0,358.0,339.0,5.0,9.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjoespemberton.wa.edu.au,1022.0,Primary,School Single Entity,Moira (S),Pemberton,Catholic,Primary,PP-6,Outer Regional,35.0,17.0,18.0,0.0,14.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjsqp.wa.edu.au,1084.0,Primary,School Single Entity,Moira (S),Queens Park,Catholic,Primary,PP-6,Major Cities,433.0,224.0,209.0,2.0,53.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjoessx.wa.edu.au,947.0,Primary,School Single Entity,Moira (S),Southern Cross,Catholic,Primary,PP-6,Remote,24.0,13.0,11.0,8.0,8.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjoeswaroona.wa.edu.au,976.0,Primary,School Single Entity,Moira (S),Waroona,Catholic,Primary,PP-6,Inner Regional,147.0,74.0,73.0,3.0,4.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjwyndham.wa.edu.au,708.0,Primary,School Single Entity,Moira (S),Wyndham,Catholic,Primary,PP-6,Very Remote,30.0,13.0,17.0,83.0,61.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjobarmera.catholic.edu.au,979.0,Primary,School Single Entity,Moira (S),Barmera,Catholic,Primary,R-6,Outer Regional,86.0,44.0,42.0,2.0,5.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjsh.catholic.edu.au,1060.0,Primary,School Single Entity,Moira (S),West Hindmarsh,Catholic,Primary,R-6,Major Cities,229.0,106.0,123.0,2.0,30.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjspl.catholic.edu.au,1013.0,Primary,School Single Entity,Moira (S),Port Lincoln,Catholic,Combined,R-12,Remote,824.0,425.0,399.0,3.0,4.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjsr.catholic.edu.au,1029.0,Primary,School Single Entity,Moira (S),Renmark,Catholic,Primary,R-6,Outer Regional,252.0,123.0,129.0,2.0,14.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://stjoclar.catholic.edu.au,1063.0,Primary,School Single Entity,Moira (S),Clare,Catholic,Combined,R-9,Inner Regional,343.0,170.0,173.0,4.0,2.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.sjh.catholic.edu.au,1069.0,Primary,School Single Entity,Moira (S),Hectorville,Catholic,Primary,R-6,Major Cities,676.0,335.0,341.0,1.0,26.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjk.catholic.edu.au,1129.0,Primary,School Single Entity,Moira (S),Kingswood,Catholic,Primary,R-6,Major Cities,250.0,124.0,126.0,1.0,10.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjomb.catholic.edu.au,958.0,Primary,School Single Entity,Moira (S),Murray Bridge,Catholic,Combined,R-9,Inner Regional,472.0,226.0,246.0,9.0,17.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,https://www.stjotto.catholic.edu.au/,1009.0,Primary,School Single Entity,Moira (S),Ottoway,Catholic,Primary,R-6,Major Cities,175.0,95.0,80.0,5.0,77.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjopayn.catholic.edu.au,1079.0,Primary,School Single Entity,Moira (S),Payneham South,Catholic,Primary,R-6,Major Cities,445.0,212.0,233.0,1.0,21.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjopet.catholic.edu.au,873.0,Primary,School Single Entity,Moira (S),Peterborough,Catholic,Combined,R-9,Outer Regional,81.0,46.0,35.0,30.0,0.0
St Joseph's School,16 Tocumwal Road,NUMURKAH,3636.0,03 5862 1804,http://www.stjotran.catholic.edu.au,1097.0,Primary,School Single Entity,Moira (S),Tranmere,Catholic,Primary,R-6,Major Cities,208.0,114.0,94.0,0.0,16.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjhawthorn.catholic.edu.au,1170.0,Primary,School Single Entity,Warrnambool (C),Hawthorn,Catholic,Primary,Prep-6,Major Cities,370.0,180.0,190.0,0.0,15.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjnorthcote.catholic.edu.au,1120.0,Primary,School Single Entity,Warrnambool (C),Northcote,Catholic,Primary,Prep-6,Major Cities,140.0,68.0,72.0,0.0,14.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,https://www.sjbenalla.catholic.edu.au/,1043.0,Primary,School Single Entity,Warrnambool (C),Benalla,Catholic,Primary,Prep-6,Inner Regional,362.0,188.0,174.0,1.0,6.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjcharlton.catholic.edu.au,986.0,Primary,School Single Entity,Warrnambool (C),Charlton,Catholic,Primary,Prep-6,Outer Regional,32.0,16.0,16.0,0.0,3.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjchiltern.catholic.edu.au,1000.0,Primary,School Single Entity,Warrnambool (C),Chiltern,Catholic,Primary,Prep-6,Inner Regional,32.0,19.0,13.0,3.0,0.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjpenshurst.catholic.edu.au,1002.0,Primary,School Single Entity,Warrnambool (C),Penshurst,Catholic,Primary,Prep-6,Outer Regional,25.0,9.0,16.0,20.0,0.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjnumurkah.catholic.edu.au,997.0,Primary,School Single Entity,Warrnambool (C),Numurkah,Catholic,Primary,Prep-6,Inner Regional,247.0,115.0,132.0,6.0,2.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjwarrnambool.catholic.edu.au,1067.0,Primary,School Single Entity,Warrnambool (C),Warrnambool,Catholic,Primary,Prep-6,Inner Regional,625.0,280.0,345.0,0.0,7.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjcollingwood.catholic.edu.au,925.0,Primary,School Single Entity,Warrnambool (C),Collingwood,Catholic,Primary,Prep-6,Major Cities,59.0,29.0,30.0,12.0,80.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjrochester.catholic.edu.au/,996.0,Primary,School Single Entity,Warrnambool (C),Rochester,Catholic,Primary,Prep-6,Inner Regional,105.0,58.0,47.0,3.0,0.0
