School_Name,Address_Line_1,Address_Town,Postal_Postcode,Full_Phone_No,School URL,ICSEA,School_Type,Campus Type,LGA_Name,Suburb,Education_Sector,School Type,Year Range,Geolocation,Total Enrolments,Girls Enrolments,Boys Enrolments,Indigenous Enrolments (%),Language Background Other Than English - Yes (%)
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjbeechworth.catholic.edu.au,1095.0,Primary,School Single Entity,Warrnambool (C),Beechworth,Catholic,Primary,Prep-6,Inner Regional,89.0,49.0,40.0,0.0,10.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjcoleraine.catholic.edu.au,1014.0,Primary,School Single Entity,Warrnambool (C),Coleraine,Catholic,Primary,Prep-6,Outer Regional,39.0,14.0,25.0,3.0,0.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjwarragul.catholic.edu.au,1044.0,Primary,School Single Entity,Warrnambool (C),Warragul,Catholic,Primary,Prep-6,Inner Regional,261.0,139.0,122.0,1.0,5.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjquarryhill.catholic.edu.au,1073.0,Primary,School Single Entity,Warrnambool (C),Quarry Hill,Catholic,Primary,Prep-6,Inner Regional,232.0,105.0,127.0,2.0,6.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjbwickw.catholic.edu.au,1124.0,Primary,School Single Entity,Warrnambool (C),Brunswick West,Catholic,Primary,Prep-6,Major Cities,203.0,90.0,113.0,0.0,6.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjwonthaggi.catholic.edu.au,1031.0,Primary,School Single Entity,Warrnambool (C),Wonthaggi,Catholic,Primary,Prep-6,Inner Regional,299.0,143.0,156.0,2.0,16.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjkerang.catholic.edu.au,1018.0,Primary,School Single Entity,Warrnambool (C),Kerang,Catholic,Primary,Prep-6,Outer Regional,117.0,61.0,56.0,7.0,2.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjkorumburra.catholic.edu.au,998.0,Primary,School Single Entity,Warrnambool (C),Korumburra,Catholic,Primary,Prep-6,Inner Regional,90.0,31.0,59.0,4.0,4.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjmalvern.catholic.edu.au,1149.0,Primary,School Single Entity,Warrnambool (C),Malvern,Catholic,Primary,Prep-6,Major Cities,166.0,70.0,96.0,0.0,14.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjcobram.catholic.edu.au,999.0,Primary,School Single Entity,Warrnambool (C),Cobram,Catholic,Primary,Prep-6,Inner Regional,313.0,159.0,154.0,4.0,3.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjnagambie.catholic.edu.au,1024.0,Primary,School Single Entity,Warrnambool (C),Nagambie,Catholic,Primary,Prep-6,Inner Regional,32.0,11.0,21.0,0.0,10.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjorbost.catholic.edu.au,969.0,Primary,School Single Entity,Warrnambool (C),Orbost,Catholic,Primary,Prep-6,Outer Regional,22.0,11.0,11.0,27.0,13.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjchelsea.catholic.edu.au,1090.0,Primary,School Single Entity,Warrnambool (C),Chelsea,Catholic,Primary,Prep-6,Major Cities,339.0,168.0,171.0,0.0,25.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjcribpoint.catholic.edu.au,1044.0,Primary,School Single Entity,Warrnambool (C),Crib Point,Catholic,Primary,Prep-6,Major Cities,197.0,92.0,105.0,2.0,1.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjblackrock.catholic.edu.au,1110.0,Primary,School Single Entity,Warrnambool (C),Black Rock,Catholic,Primary,Prep-6,Major Cities,54.0,18.0,36.0,0.0,14.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.trafalgar.catholic.edu.au,1003.0,Primary,School Single Entity,Warrnambool (C),Trafalgar,Catholic,Primary,Prep-6,Inner Regional,98.0,46.0,52.0,3.0,1.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjsorrento.catholic.edu.au,1056.0,Primary,School Single Entity,Warrnambool (C),Sorrento,Catholic,Primary,Prep-6,Major Cities,136.0,62.0,74.0,2.0,8.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjelst.catholic.edu.au,1163.0,Primary,School Single Entity,Warrnambool (C),Elsternwick,Catholic,Primary,Prep-6,Major Cities,340.0,179.0,161.0,0.0,18.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjredcliffs.catholic.edu.au,979.0,Primary,School Single Entity,Warrnambool (C),Red Cliffs,Catholic,Primary,Prep-6,Outer Regional,94.0,61.0,33.0,17.0,12.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjspringvale.catholic.edu.au,1002.0,Primary,School Single Entity,Warrnambool (C),Springvale,Catholic,Primary,Prep-6,Major Cities,567.0,275.0,292.0,0.0,95.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjhopetoun.catholic.edu.au,986.0,Primary,School Single Entity,Warrnambool (C),Hopetoun,Catholic,Primary,Prep-6,Remote,43.0,24.0,19.0,2.0,0.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjyarrajunction.catholic.edu.au,1013.0,Primary,School Single Entity,Warrnambool (C),Yarra Junction,Catholic,Primary,Prep-6,Inner Regional,103.0,46.0,57.0,3.0,3.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosephsschoolmernda.org,1086.0,Primary,School Single Entity,Warrnambool (C),Mernda,Catholic,Primary,Prep-6,Major Cities,421.0,205.0,216.0,0.0,78.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosephsbardon.qld.edu.au,1164.0,Primary,School Single Entity,Warrnambool (C),Bardon,Catholic,Primary,Prep-6,Major Cities,400.0,222.0,178.0,0.0,3.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosephsnorthipswich.qld.edu.au,1026.0,Primary,School Single Entity,Warrnambool (C),North Ipswich,Catholic,Primary,Prep-6,Major Cities,386.0,176.0,210.0,6.0,3.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosnundah.qld.edu.au,1105.0,Primary,School Single Entity,Warrnambool (C),Nundah,Catholic,Primary,Prep-6,Major Cities,168.0,87.0,81.0,5.0,25.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosephschilders.qld.edu.au,992.0,Primary,School Single Entity,Warrnambool (C),Childers,Catholic,Primary,Prep-6,Inner Regional,121.0,58.0,63.0,4.0,7.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosephsgayndah.qld.edu.au,1020.0,Primary,School Single Entity,Warrnambool (C),Gayndah,Catholic,Primary,Prep-6,Outer Regional,77.0,40.0,37.0,6.0,4.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosephsmurgon.qld.edu.au,822.0,Primary,School Single Entity,Warrnambool (C),Murgon,Catholic,Primary,Prep-6,Inner Regional,142.0,65.0,77.0,65.0,1.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.chinchilla.catholic.edu.au,1010.0,Primary,School Single Entity,Warrnambool (C),Chinchilla,Catholic,Primary,Prep-6,Outer Regional,289.0,137.0,152.0,7.0,6.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.millmerran.catholic.edu.au,993.0,Primary,School Single Entity,Warrnambool (C),Millmerran,Catholic,Primary,Prep-6,Inner Regional,71.0,32.0,39.0,7.0,16.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,https://www.twb.catholic.edu.au/our-schools/primary-schools/tara/st-josephs-primary-school/,873.0,Primary,School Single Entity,Warrnambool (C),Tara,Catholic,Primary,Prep-6,Outer Regional,45.0,25.0,20.0,40.0,20.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjoeys.qld.edu.au/,1023.0,Primary,School Single Entity,Warrnambool (C),Atherton,Catholic,Primary,Prep-6,Outer Regional,261.0,130.0,131.0,6.0,6.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosephscairns.qld.edu.au,1045.0,Primary,School Single Entity,Warrnambool (C),Parramatta Park,Catholic,Primary,Prep-6,Outer Regional,393.0,171.0,222.0,12.0,11.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosephs.qld.edu.au,1026.0,Primary,School Single Entity,Warrnambool (C),Stanthorpe,Catholic,Combined,Prep-12,Outer Regional,467.0,245.0,222.0,3.0,4.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjosephsboulder.wa.edu.au,1000.0,Primary,School Single Entity,Warrnambool (C),Boulder,Catholic,Primary,PP-6,Outer Regional,156.0,81.0,75.0,6.0,32.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjoknx.wa.edu.au,781.0,Primary,School Single Entity,Warrnambool (C),Kununurra,Catholic,Primary,PP-6,Very Remote,131.0,59.0,72.0,63.0,45.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjsmoora.wa.edu.au,908.0,Primary,School Single Entity,Warrnambool (C),Moora,Catholic,Primary,PP-6,Outer Regional,133.0,60.0,73.0,30.0,7.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjsnortham.wa.edu.au,1022.0,Primary,School Head Campus,Warrnambool (C),Northam,Catholic,Combined,PP-12,Inner Regional,697.0,358.0,339.0,5.0,9.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjoespemberton.wa.edu.au,1022.0,Primary,School Single Entity,Warrnambool (C),Pemberton,Catholic,Primary,PP-6,Outer Regional,35.0,17.0,18.0,0.0,14.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjsqp.wa.edu.au,1084.0,Primary,School Single Entity,Warrnambool (C),Queens Park,Catholic,Primary,PP-6,Major Cities,433.0,224.0,209.0,2.0,53.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjoessx.wa.edu.au,947.0,Primary,School Single Entity,Warrnambool (C),Southern Cross,Catholic,Primary,PP-6,Remote,24.0,13.0,11.0,8.0,8.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjoeswaroona.wa.edu.au,976.0,Primary,School Single Entity,Warrnambool (C),Waroona,Catholic,Primary,PP-6,Inner Regional,147.0,74.0,73.0,3.0,4.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjwyndham.wa.edu.au,708.0,Primary,School Single Entity,Warrnambool (C),Wyndham,Catholic,Primary,PP-6,Very Remote,30.0,13.0,17.0,83.0,61.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjobarmera.catholic.edu.au,979.0,Primary,School Single Entity,Warrnambool (C),Barmera,Catholic,Primary,R-6,Outer Regional,86.0,44.0,42.0,2.0,5.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjsh.catholic.edu.au,1060.0,Primary,School Single Entity,Warrnambool (C),West Hindmarsh,Catholic,Primary,R-6,Major Cities,229.0,106.0,123.0,2.0,30.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjspl.catholic.edu.au,1013.0,Primary,School Single Entity,Warrnambool (C),Port Lincoln,Catholic,Combined,R-12,Remote,824.0,425.0,399.0,3.0,4.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjsr.catholic.edu.au,1029.0,Primary,School Single Entity,Warrnambool (C),Renmark,Catholic,Primary,R-6,Outer Regional,252.0,123.0,129.0,2.0,14.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://stjoclar.catholic.edu.au,1063.0,Primary,School Single Entity,Warrnambool (C),Clare,Catholic,Combined,R-9,Inner Regional,343.0,170.0,173.0,4.0,2.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.sjh.catholic.edu.au,1069.0,Primary,School Single Entity,Warrnambool (C),Hectorville,Catholic,Primary,R-6,Major Cities,676.0,335.0,341.0,1.0,26.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjk.catholic.edu.au,1129.0,Primary,School Single Entity,Warrnambool (C),Kingswood,Catholic,Primary,R-6,Major Cities,250.0,124.0,126.0,1.0,10.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjomb.catholic.edu.au,958.0,Primary,School Single Entity,Warrnambool (C),Murray Bridge,Catholic,Combined,R-9,Inner Regional,472.0,226.0,246.0,9.0,17.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,https://www.stjotto.catholic.edu.au/,1009.0,Primary,School Single Entity,Warrnambool (C),Ottoway,Catholic,Primary,R-6,Major Cities,175.0,95.0,80.0,5.0,77.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjopayn.catholic.edu.au,1079.0,Primary,School Single Entity,Warrnambool (C),Payneham South,Catholic,Primary,R-6,Major Cities,445.0,212.0,233.0,1.0,21.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjopet.catholic.edu.au,873.0,Primary,School Single Entity,Warrnambool (C),Peterborough,Catholic,Combined,R-9,Outer Regional,81.0,46.0,35.0,30.0,0.0
St Joseph's School,70 Botanic Road,WARRNAMBOOL,3280.0,03 5561 1343,http://www.stjotran.catholic.edu.au,1097.0,Primary,School Single Entity,Warrnambool (C),Tranmere,Catholic,Primary,R-6,Major Cities,208.0,114.0,94.0,0.0,16.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smmansfield.catholic.edu.au,1005.0,Primary,School Single Entity,Greater Geelong (C),Mansfield,Catholic,Primary,Prep-6,Outer Regional,167.0,79.0,88.0,1.0,0.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smwilliamstown.catholic.edu.au,1121.0,Primary,School Single Entity,Greater Geelong (C),Williamstown,Catholic,Primary,Prep-6,Major Cities,287.0,137.0,150.0,0.0,14.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smstkildaeast.catholic.edu.au,1119.0,Primary,School Head Campus,Greater Geelong (C),St Kilda East,Catholic,Primary,Prep-6,Major Cities,152.0,84.0,68.0,0.0,14.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.stmbairns.catholic.edu.au,1024.0,Primary,School Single Entity,Greater Geelong (C),Bairnsdale,Catholic,Primary,Prep-6,Outer Regional,476.0,230.0,246.0,4.0,2.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smdonald.catholic.edu.au,1011.0,Primary,School Single Entity,Greater Geelong (C),Donald,Catholic,Primary,Prep-6,Outer Regional,34.0,15.0,19.0,24.0,18.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smlancefield.catholic.edu.au,1052.0,Primary,School Single Entity,Greater Geelong (C),Lancefield,Catholic,Primary,Prep-6,Inner Regional,199.0,100.0,99.0,2.0,3.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smcastlemaine.catholic.edu.au,1052.0,Primary,School Single Entity,Greater Geelong (C),Castlemaine,Catholic,Primary,Prep-6,Inner Regional,89.0,43.0,46.0,1.0,9.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smrutherglen.catholic.edu.au,1009.0,Primary,School Single Entity,Greater Geelong (C),Rutherglen,Catholic,Primary,Prep-6,Inner Regional,95.0,52.0,43.0,6.0,0.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.sminglewood.catholic.edu.au,976.0,Primary,School Single Entity,Greater Geelong (C),Inglewood,Catholic,Primary,Prep-6,Inner Regional,19.0,7.0,12.0,5.0,0.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smcolac.catholic.edu.au,1022.0,Primary,School Single Entity,Greater Geelong (C),Colac,Catholic,Primary,Prep-6,Inner Regional,269.0,132.0,137.0,2.0,18.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smgeelong.catholic.edu.au,1098.0,Primary,School Single Entity,Greater Geelong (C),Geelong,Catholic,Primary,Prep-6,Major Cities,226.0,122.0,104.0,2.0,9.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smwarracknabeal.catholic.edu.au,1011.0,Primary,School Single Entity,Greater Geelong (C),Warracknabeal,Catholic,Primary,Prep-6,Outer Regional,68.0,31.0,37.0,6.0,6.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smechuca.catholic.edu.au,1048.0,Primary,School Single Entity,Greater Geelong (C),Echuca West,Catholic,Primary,Prep-6,Inner Regional,605.0,296.0,309.0,5.0,4.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smararat.catholic.edu.au,1032.0,Primary,School Single Entity,Greater Geelong (C),Ararat,Catholic,Primary,Prep-6,Inner Regional,127.0,63.0,64.0,6.0,10.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smhamilton.catholic.edu.au,1040.0,Primary,School Single Entity,Greater Geelong (C),Hamilton,Catholic,Primary,Prep-6,Inner Regional,233.0,122.0,111.0,6.0,12.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smdandenong.catholic.edu.au,982.0,Primary,School Single Entity,Greater Geelong (C),Dandenong,Catholic,Primary,Prep-6,Major Cities,173.0,97.0,76.0,0.0,73.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smascotvale.catholic.edu.au/,1145.0,Primary,School Single Entity,Greater Geelong (C),Ascot Vale,Catholic,Primary,Prep-6,Major Cities,378.0,170.0,208.0,0.0,8.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smmalverneast.catholic.edu.au,1172.0,Primary,School Single Entity,Greater Geelong (C),Malvern East,Catholic,Primary,Prep-6,Major Cities,176.0,82.0,94.0,0.0,12.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.stmyarram.catholic.edu.au,977.0,Primary,School Single Entity,Greater Geelong (C),Yarram,Catholic,Primary,Prep-6,Inner Regional,48.0,23.0,25.0,0.0,8.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smswanhill.catholic.edu.au,1032.0,Primary,School Single Entity,Greater Geelong (C),Swan Hill,Catholic,Primary,Prep-6,Outer Regional,601.0,313.0,288.0,4.0,21.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smhastings.catholic.edu.au,1010.0,Primary,School Single Entity,Greater Geelong (C),Hastings,Catholic,Primary,Prep-6,Major Cities,118.0,62.0,56.0,2.0,9.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smthornbury.catholic.edu.au,1091.0,Primary,School Single Entity,Greater Geelong (C),Thornbury,Catholic,Primary,Prep-6,Major Cities,184.0,85.0,99.0,0.0,25.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smmyrtleford.catholic.edu.au,1053.0,Primary,School Single Entity,Greater Geelong (C),Myrtleford,Catholic,Primary,Prep-6,Inner Regional,120.0,60.0,60.0,0.0,4.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smhampton.catholic.edu.au,1140.0,Primary,School Single Entity,Greater Geelong (C),Hampton,Catholic,Primary,Prep-6,Major Cities,261.0,127.0,134.0,0.0,20.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smcohuna.catholic.edu.au,1003.0,Primary,School Single Entity,Greater Geelong (C),Cohuna,Catholic,Primary,Prep-6,Outer Regional,111.0,57.0,54.0,3.0,1.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smaltona.catholic.edu.au,1062.0,Primary,School Single Entity,Greater Geelong (C),Altona,Catholic,Primary,Prep-6,Major Cities,275.0,141.0,134.0,0.0,17.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smmooroopna.catholic.edu.au,988.0,Primary,School Single Entity,Greater Geelong (C),Mooroopna,Catholic,Primary,Prep-6,Inner Regional,282.0,127.0,155.0,17.0,12.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smclarkeshill.catholic.edu.au,979.0,Primary,School Single Entity,Greater Geelong (C),Clarkes Hill,Catholic,Primary,Prep-6,Inner Regional,16.0,9.0,7.0,0.0,0.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smalexandra.catholic.edu.au,1015.0,Primary,School Single Entity,Greater Geelong (C),Alexandra,Catholic,Primary,Prep-6,Inner Regional,145.0,75.0,70.0,3.0,2.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smrushworth.catholic.edu.au,973.0,Primary,School Single Entity,Greater Geelong (C),Rushworth,Catholic,Primary,Prep-6,Inner Regional,58.0,36.0,22.0,5.0,7.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smgreensborough.catholic.edu.au,1106.0,Primary,School Single Entity,Greater Geelong (C),Greensborough,Catholic,Primary,Prep-6,Major Cities,510.0,252.0,258.0,0.0,6.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smsealake.catholic.edu.au,1000.0,Primary,School Single Entity,Greater Geelong (C),Sea Lake,Catholic,Primary,Prep-6,Outer Regional,30.0,12.0,18.0,0.0,3.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smrobinvale.catholic.edu.au,965.0,Primary,School Single Entity,Greater Geelong (C),Robinvale,Catholic,Combined,Prep-8,Outer Regional,273.0,128.0,145.0,2.0,22.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.stmmaffra.catholic.edu.au,1031.0,Primary,School Single Entity,Greater Geelong (C),Maffra,Catholic,Primary,Prep-6,Inner Regional,160.0,86.0,74.0,3.0,6.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smmountevelyn.catholic.edu.au,1028.0,Primary,School Single Entity,Greater Geelong (C),Mount Evelyn,Catholic,Primary,Prep-6,Major Cities,293.0,149.0,144.0,1.0,1.0
St Mary's School,66-68 Little Myers Street,GEELONG,3220.0,03 5229 9453,http://www.smwhittlesea.catholic.edu.au,1028.0,Primary,School Single Entity,Greater Geelong (C),Whittlesea,Catholic,Primary,Prep-6,Major Cities,258.0,138.0,120.0,2.0,2.0
